dataset_id,FUNC_ID,FUNC_TYPE,DESCRIPTION
1003,minutes_to_shock_onset_update,derive,ref Arch folder
1003,sirs_temperature_oor_update,derive,ref Arch folder
1003,any_inotrope_update,derive,need description
1003,any_antibiotics_update,derive,need description
1003,extract_fluids_intake,transform,extract fluids intake from MAR into volumns
1003,cardio_sofa_update,derive,ref Arch folder
1003,threshold_hematocrit,transform,"threshold(15, 60)"
1003,convert_propofol_to_mg,transform, convert propofol in mg or mcg/kg/min to mg
1003,severe_pancreatitis_update,derive,1 at estimated time of severe pancreatitis diagnosis
1003,convert_paco2_to_real,transform,if value start with '>' or '<' then return real(value[1:]); else return real(value)
1003,time_since_last_measured,derive,calculate minutes since last measured value
1003,convert_vancomycin_dose_to_mg,transform,convert_vancomycin_dose_to_mg
1003,vasopressor_update,derive,ref Arch folder
1003,convert_to_ngdl,transform,convert ng/mL to ng/dl by dividing 100
1003,urine_output_6hr,derive,ref Arch folder
1003,last_value_in_window,fillin,"fills in values from the last value in the window, if not available, fills in from population mean"
1003,acute_pancreatitis_update,derive, ref Arch folder
1003,renal_sofa_update,derive,ref Arch folder
1003,threshold_co2,transform,"threshold(0.1, 55)"
1003,convert_to_given_dose,transform,directly load the dose when the action is in the default given action set
1003,change_since_last_measured,derive,calculate measurement change since last measured value
1003,convert_to_mg,transform,if MedUnit =='g' then Dose = Dose * 1000 ------- if MedUnit == 'mcg' then Dose = Dose / 1000 --- if MedUnit =='mg of piperacillin' then Dose = Dose
1003,mi_update,derive,calculate mi
1003,threshold_pao2,transform,"threshold(0.1, 500)"
1003,suspicion_of_infection_update,derive,ref Arch folder
1003,threshold_nbp_sys,transform,"threshold(30 , 250)"
1003,convert_dialysis_to_binary,transform,indicator 1 when dialysis performed
1003,metabolic_acidosis_update,derive,calculate metabolic acidosis
1003,fillin,fillin,Fills the missing data in a TWF feature by copying the latest valid value to the gap
1003,sirs_resp_oor_update,derive,ref Arch folder
1003,convert_penicillin_dose,transform,convert to million unit
1003,convert_ounces_to_kg,transform,Convet Onces (weight) to Kgs
1003,piperacillin_tazobac_dose_to_mg,transform,"if unit == 'mg of piperacillin', then return the value in mg; else return convert_to_mg"
1003,threshold_abp_sys,transform,"threshold(30 , 300)"
1003,load_discharge_json,transform,load discharge into json format including department and disposition
1003,convert_amoxicillin_dose_to_mg,transform,if MedUnit=='tablet' then Dose = Dose*medication_unit
1003,acute_kidney_failure_update,derive,1 at estimated time of kidney failure diagnosis
1003,pulmonary_emboli_update,derive,1 at estimated time of pulmonary emboli diagnosis
1003,treatment_within_6_hours_update,derive,Indicator of whether a treatment was received in past 6 hours
1003,convert_care_unit_hc_epic,transform,generate care_unit for HC_EPIC
1003,threshold_temperature,transform,"threshold(80, 110)"
1003,sirs_intp_update,derive,ref Arch folder
1003,any_pressor_update,derive,need description
1003,vasopressor_resuscitation_update,derive,ref Arch folder
1003,hematologic_sofa_update,derive,ref Arch folder
1003,convert_co2_to_real,transform,convert co2 to real
1003,septic_shock_update,derive,ref Arch folder
1003,convert_arterial_ph_to_real,transform,if value == '<6.79' then 6.79; else return float(value)
1003,convert_inr_to_real,transform,if value start with '>' then return real(value[1:]); else return real(value)
1003,sirs_wbc_oor_update,derive,ref Arch folder
1003,convert_creatinine_to_real,transform,if value == '<0.1' then 0.1; else return real(value)
1003,acute_organ_failure_update,derive,ref Arch folder
1003,default_convert_dose,transform,directly convert dose
1003,threshold_weight,transform,"threshold(20, 300)"
1003,fluids_intake_3hr,derive,sum up fluids intake within 3 hours
1003,threshold_heart_rate,transform,"threshold(20, 300)"
1003,threshold_wbc,transform,"threshold(0.01, 70)"
1003,hemorrhagic_shock_update,derive,TBD
1003,convert_bun_to_real,transform,if value == '<3' then 3; else return real(value)
1003,shock_idx_update,derive,ref Arch folder
1003,minutes_since_last_cmi_update,derive,ref Arch folder
1003,ards_update,derive,1 at estimated time of ARDS diagnosis
1003,sbpm_update,derive,ref Arch folder
1003,bronchitis_update,derive,1 at estimated time of bronchitis diagnosis
1003,threshold_bun,transform,"threshold(0.1, 180)"
1003,minutes_since_organ_fail_update,derive,ref Arch folder
1003,convert_proc_to_boolean,transform,load start and end time
1003,calculate_major_blood_loss,derive,Defines major blood loss
1003,calc_num_administrations,derive,Calculate the number of times a medication has been administered in a window
1003,calc_acute_heart_failure,derive,Determine which patients were diagnosed with acute heart failure
1003,calc_cardiogenic_shock,derive,Determine which patients suffered cardiogenic shock
1003,code_doc_note_update,derive,Determine which patients had a Code Documentation Note
1003,hosp_admit_update,derive,Determine which patients were admitted into the hospital
1003,organ_dysfunction_update,derive,new defined sepsis 3 based organ dysfunction
