dataset_id,fid,category,data_type,is_measured,is_deprecated,fillin_func_id,window_size_in_hours,derive_func_id,derive_func_input,description,version,unit,function_arguments
1000,mapm,TWF,Real,no,no,,,mapm_update,"abp_mean, nbp_mean","BP-based, Mean arterial pressure (MAP), it should not be sparse",1,mmHg,
1000,chronic_bronchitis_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit,
1000,gcs,TWF,Real,yes,no,last_value_in_window,28,,,"Glasgow Coma Score, measure of consciousness on a discrete scale from 3-15 where higher is better",1,no unit,
1000,pancreatitis_chronic_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit,
1000,oxacillin_dose,T,JSON,yes,no,,3,,,Medication,1,mg,
1000,sirs_intp,TWF,Boolean,no,no,,,sirs_intp_update,sirs_raw,it should not be sparse,1,no unit,
1000,bacterial_culture,T,String,yes,no,,,,,Procedure,1,,
1000,minutes_since_any_antibiotics,TWF,Integer,no,no,,,minutes_since_any_antibiotics_update,any_antibiotics,feature,1,min,
1000,acute_kidney_failure_inhosp,T,String,yes,no,,,,,"Diagnoses, t if patient diagnosed with acute kidney failure during hospital stay",1,,
1000,met_carcinoma_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit,
1000,fluids_intake,T,Real,yes,no,,,,,all fluids intake,1,ml,
1000,any_inotrope,T,Boolean,no,no,,,any_inotrope_update,"dobutamine_dose, milrinone_dose, dopamine_dose, norepinephrine_dose",any antibiotic was given to the patient,1,no unit,
1000,peritonitis_approx,T,String,yes,no,,,,,,,,
1000,urosepsis_approx,T,String,yes,no,,,,,,,,
1000,piperacillin_tazobac_dose,T,JSON,yes,no,,3,,,Medication,1,mg,
1000,aids_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit,
1000,urine_output,T,Real,yes,no,,,,,Phyiologic,1,ml,
1000,carvedilol_dose,T,JSON,yes,no,,,,,Medication,1,mg,
1000,sepsis_note,S,Boolean,yes,no,,,,,Label,1,no unit,
1000,heart_failure_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit,
1000,lidocaine_dose,T,JSON,yes,no,,,,,Medication,1,mg,
1000,fluids_intake_3hr,TWF,Real,no,no,,,fluids_intake_3hr,fluids_intake,,1,ml,
1000,warfarin_dose,T,JSON,yes,no,,,,,Medication,1,,
1000,line_sepsis_approx,T,String,yes,no,,,,,,,,
1000,discharge,T,JSON,yes,no,,,,,includes discharge department and disposition,1,no unit,
1000,catheter,T,Boolean,yes,no,,,,,Need to know when is inserted and when removed,1,,
1000,sirs_temperature_oor,TWF,Boolean,no,no,,,sirs_temperature_oor_update,temperature,it should not be sparse,1,no unit,
1000,cellulitis_approx,T,String,yes,no,,,,,,,,
1000,sotalol_dose,T,JSON,yes,no,,,,,Medication,1,mg,
1000,sirs_resp_oor,TWF,Boolean,no,no,,,sirs_resp_oor_update,"resp_rate, paco2","vital signs based,  it should not be sparse",1,no unit,
1000,immuno_comp_hist,S,Boolean,yes,no,,,,,History,1,no unit,
1000,renal_insufficiency_hist,S,Boolean,yes,no,,,,,history,1,no unit,
1000,infections_angus_hist,S,Boolean,yes,no,,,,,History,1,no unit,
1000,age,S,Real,yes,no,,,,,Demographic,1,year,
1000,hem_malig_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit,
1000,care_unit,T,String,yes,no,,,,,Department,1,no unit,
1000,septic_shock,TWF,Integer,no,no,,,septic_shock_update,"severe_sepsis,  hypotension_intp, lactate, fluid_resuscitation, vasopressor_resuscitation","mix of lab, vital signs, and history",1,no unit,
1000,ards,T,Boolean,no,no,,,ards_update,"ards_inhosp, pao2_to_fio2, vent",Diagnoses,1,,
1000,immunodeficiency_hist,S,Boolean,yes,no,,,,,History,1,no unit,
1000,emphysema_hist,S,Boolean,yes,no,,,,,History,1,no unit,
1000,penicillin_g_dose,T,JSON,yes,no,,3,,,Medication,1,Million Units,
1000,lactate,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,mmol/L,
1000,minutes_since_any_organ_fail,TWF,Integer,no,no,,,minutes_since_organ_fail_update,any_organ_failure,"lab-based feature,  it should not be sparse",1,min,
1000,immuno_comp_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit,
1000,phenytoin_dose,T,JSON,yes,no,,,,,Medication,1,mg,
