dataset_id,fid,category,data_type,is_measured,is_deprecated,fillin_func_id,window_size_in_hours,derive_func_id,derive_func_input,description,version,unit
6,sirs_raw,TWF,Boolean,no,no,,,sirs_raw_update,"sirs_temperature_oor, sirs_hr_oor, sirs_resp_oor, sirs_wbc_oor","mix of lab and vital signs, it should not be sparse",1,no unit
6,chronic_bronchitis_hist,S,Boolean,yes,no,,,,,History,1,no unit
6,pao2_to_fio2,TWF,Real,no,no,,,pao2_to_fio2_update,"pao2, fio2","vital sign based, it should not be sparse",1,mmHg
6,propofol_dose,T,JSON,yes,no,,,,,Medication,1,mg
6,amoxicillin_dose,T,JSON,yes,no,,3,,,Medication,1,mg
6,verapamil_dose,T,JSON,yes,no,,,,,Medication,1,mg
6,qsofa,TWF,Integer,no,no,,,qsofa_update,"resp_rate, sbpm, gcs",it should not be sparse,1,no unit
6,erythromycin_dose,T,JSON,yes,no,,3,,,Medication,1,mg
6,fio2,TWF,Real,yes,no,last_value_in_window,28,,,Physiologic,1,%
6,neurologic_sofa,TWF,Integer,no,no,,,neurologic_sofa_update,gcs,"vital-sign based,  it should not be sparse",1,no unit
6,hematologic_sofa,TWF,Integer,no,no,,,hematologic_sofa_update,platelets,"Lab-based feature, it should not be sparse",1,no unit
6,any_anticoagulant,T,Boolean,no,no,,,anticoagulant_update,"apixaban_dose, dabigatran_dose, rivaroxaban_dose, warfarin_dose, heparin_dose","Medication, 1 if any anticoagulant administered",1,
6,renal_sofa,TWF,Integer,no,no,,,renal_sofa_update,"creatinine, urine_output_24hr",it should not be sparse,1,no unit
6,clindamycin_dose,T,JSON,yes,no,,3,,,Medication,1,mg
6,levophed_dose,T,JSON,yes,no,,3,,,Medication,1,mcg/min
6,nbp_sys,TWF,Real,yes,no,last_value_in_window,4,,,Physiologic,1,mmHg
6,etomidate_dose,T,JSON,yes,no,,,,,Medication,1,mg
6,tobramycin_dose,T,JSON,yes,no,,3,,,Medication,1,mg
6,sirs_hr_oor,TWF,Boolean,no,no,,,sirs_hr_oor_update,heart_rate,"vital sign based,  it should not be sparse",1,no unit
6,rapamycin_dose,T,JSON,yes,no,,3,,,Medication,1,mg
6,resp_sofa,TWF,Integer,no,no,,,resp_sofa_update,"vent, pao2_to_fio2",,1,no unit
6,bun_to_cr,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,no unit
6,hypersensitivity_pneumonitis_hist,S,Boolean,yes,no,,,,,History,1,no unit
6,prednisone_dose,T,JSON,yes,no,,,,,Medication,1,
6,chronic_kidney_hist,S,Boolean,yes,no,,,,,History,1,no unit
6,vasopressin_dose,T,JSON,yes,no,,3,,,Medication,1,unit
6,cmi,TWF,Boolean,no,no,,,cmi_update,"severe_sepsis, fluid_resuscitation, vasopressor_resuscitation, fluids_intake_1hr","label, it should not be sparse",1,no unit
6,heart_attack,T,Boolean,no,no,,,heart_attack_update,"heart_attack_inhosp, ekg_proc, troponin","Diagnoses, t at time of heart attack",1,
6,levophed_injection_dose,T,JSON,yes,no,,3,,,Medication,1,mcg/kg/min
6,gender,S,Integer,yes,no,,,,,Demographic,1,0 stands for female and 1 stands for male
6,cardio_sofa,TWF,Integer,no,no,,,cardio_sofa_update,"mapm, dopamine_dose, epinephrine_dose, dobutamine_dose, levophed_infusion_dose, weight","a feature based on medication and vital sign, SOFA, Cardio vascular",1,no unit
6,stroke,T,Boolean,no,no,,,stroke_update,"stroke_inhosp, ct_proc, mri_proc",Diagnoses,1,
6,pulmonary_emboli_inhosp,T,String,yes,no,,,,,"Diagnoses, t if patient diagnosed with pulmonary emboli during hospital stay",1,
6,acute_pancreatitis,TWF,integer,no,no,,,acute_pancreatitis_update,"lipase, amylase",event,1,no unit
6,wbc,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,K/mm3
6,doxazosin_dose,T,JSON,yes,no,,,,,Medication,1,mg
6,hepatic_failure_inhosp,T,String,yes,no,,,,,"Diagnoses, t if patient diagnosed with fulminant hepatic failure during hospital stay",1,
6,chronic_airway_obstruction_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit
6,infections_angus_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit
6,asthma_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit
6,shock_idx,TWF,Real,no,no,,,shock_idx_update,"heart_rate, sbpm","vital signs-based, it should not be sparse",1,beats per min/mmHg
6,fludrocortisone_dose,T,JSON,yes,no,,,,,Medication,1,
6,weight,TWF,Real,yes,no,last_value_in_window,168,,,Phyiologic,1,kg
6,meropenem_dose,T,JSON,yes,no,,3,,,Medication,1,mg
6,rivaroxaban_dose,T,JSON,yes,no,,,,,Medication,1,
6,platelets,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,103/ul
6,arterial_ph,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,no unit
6,aclidinium_dose,T,JSON,yes,no,,,,,Medication,1,puff|Inhaler
6,bronchiectasis_prob,S,Boolean,yes,no,,,,,ProblemList,1,no unit
6,hypersensitivity_pneumonitis_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit
6,nbp_dias,TWF,Real,yes,no,last_value_in_window,4,,,Physiologic,1,mmHg
6,pneumonia_approx,T,String,yes,no,,,,,,,
6,dabigatran_dose,T,JSON,yes,no,,,,,Medication,1,
6,midazolam_dose,T,JSON,yes,no,,,,,Medication,1,mg
6,gi_bleed,T,Boolean,no,no,,,gi_bleed_update,"gi_bleed_inhosp, ct_proc, mri_proc",,1,
6,albuterol_dose,T,Real,yes,no,,,,,Medication,,mg
6,bronchiectasis_hist,S,Boolean,yes,no,,,,,History,1,no unit
6,gentamicin_dose,T,JSON,yes,no,,3,,,Medication,1,mg
6,fluids_intake_1hr,TWF,Real,no,no,,,fluids_intake_1hr,fluids_intake,,1,ml
6,co2,TWF,Real,yes,no,last_value_in_window,28,,,"Lab, carbon dioxide",1,mmol/L
6,heparin_dose,T,JSON,yes,no,,,,,Medication,1,
6,heart_arrhythmias_prob,S,Boolean,yes,no,,,,,ProblemList,1,no unit
6,acebutolol_dose,T,JSON,yes,no,,,,,Medication,1,
6,dbpm,TWF,Real,no,no,,,dbpm_update,"abp_dias, nbp_dias","feaure based on BP dias, Diastolic blood pressure (combines invasive and noninvasive), it should not be sparse",1,mmHg
6,heart_failure_hist,S,Boolean,yes,no,,,,,History,1,no unit
6,ddimer,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,mg/L
6,ast_liver_enzymes,TWF,Real,yes,no,last_value_in_window,28,,,Physiologic,1,Units/L
6,betamethasone_dose,T,JSON,yes,no,,,,,Medication,1,
6,fluids_intake_24hr,TWF,Real,no,no,,,fluids_intake_24hr,fluids_intake,,1,ml
6,ptt,TWF,Real,yes,no,last_value_in_window,28,,,Physiologic,1,
6,transfuse_platelets,T,Boolean,yes,no,,,,,Whether patient received transfusion,1,no unit
6,levophed_infusion_dose,T,JSON,yes,no,,3,,,Medication,1,mcg/kg/min
6,hemorrhage_inhosp,T,String,yes,no,,,,,"Diagnoses, t if patient diagnosed with hemorrhage during hospital stay",1,
6,esrd_prob,S,Boolean,yes,no,,,,,ProblemList,1,no unit
6,epogen_dose,T,JSON,yes,no,,,,,Medication,1,Units
6,abp_sys,TWF,Real,yes,no,last_value_in_window,4,,,"Physiologic, Systolic Arterial blood pressure",1,mmHg
6,esrd_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit
6,magnesium,TWF,Real,yes,no,last_value_in_window,28,,,Physiologic,1,mg/dL
6,severe_sepsis,TWF,Boolean,no,no,,,severe_sepsis_update,"sirs_intp, acute_organ_failure, sepsis_note,infections_angus_diag, infections_angus_hist","mix of lab and vital signs, check whether severe sepsis has occurred,  it should not be sparse",1,no unit
6,bicarbonate,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,Units/L
6,clonidine_dose,T,JSON,yes,no,,,,,Medication,1,mg
6,transfuse_plasma,T,Boolean,yes,no,,,,,Whether patient received transfusion,1,no unit
6,emphysema_prob,S,Boolean,yes,no,,,,,ProblemList,1,no unit
6,heart_attack_inhosp,T,String,yes,no,,,,,"Diagnoses, t if patient diagnosed with heart attack during hospital stay",1,
6,ekg_proc,T,Boolean,yes,no,,,,,Procedure,1,
6,severe_pancreatitis,T,Boolean,no,no,,,severe_pancreatitis_update,"severe_pancreatitis_inhosp, ct_proc, mri_proc",Diagnoses,1,
6,any_antibiotics_order,T,Boolean,no,no,,,any_antibiotics_order_update,"ampicillin_dose, clindamycin_dose, erythromycin_dose , gentamicin_dose , oxacillin_dose , tobramycin_dose , vancomycin_dose , ceftazidime_dose , cefazolin_dose , penicillin_g_dose , meropenem_dose , penicillin_dose , amoxicillin_dose , piperacillin_tazbac_dose, rifampin_dose, meropenem_dose, rapamycin_dose",any antibiotics was ordered for the patient,1,no unit
6,pancreatitis_chronic_prob,S,Boolean,yes,no,,,,,ProblemList,1,no unit
6,liver_disease_hist,S,Boolean,yes,no,,,,,history,1,no unit
6,dialysis_hist,S,Boolean,yes,no,,,,,History,1,no unit
6,hydrocortisone_dose,T,JSON,yes,no,,,,,Medication,1,
6,lipase,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,Units/L
6,diabetes_hist,S,Boolean,yes,no,,,,,History,1,no unit
6,prednisolone_dose,T,JSON,yes,no,,,,,Medication,1,
6,bisoprolol_dose,T,JSON,yes,no,,,,,Medication,1,
6,asthma_prob,S,Boolean,yes,no,,,,,ProblemList,1,no unit
6,hypotension_raw,TWF,Boolean,no,no,,,hypotension_raw_update,"sbpm, mapm","BP-based feature, it should not be sparse",1,no unit
6,salmeterol_dose,T,JSON,yes,no,,,,,Medication,1,Puff
6,insulin_dose,T,JSON,yes,no,,,,,Medication,1,
6,immunodeficiency_prob,S,Boolean,yes,no,,,,,ProblemList,1,no unit
6,sbpm,TWF,Real,no,no,,,sbpm_update,"abp_sys, nbp_sys","Systolic blood pressure,  it should not be sparse",1,mmHg
6,bronchitis,T,Boolean,no,no,,,bronchitis_update,"bronchitis_inhosp, chest_xray, bacterial_culture",Diagnoses,1,
6,culture_order,T,String,yes,no,,,,,Procedure,1,
6,dialysis_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit
6,heart_rate,TWF,Real,yes,no,last_value_in_window,4,,,Physiologic,1,beats per min
6,nbp_mean,TWF,Real,no,no,,,nbp_mean_update,"nbp_dias, nbp_sys","Physiologic, mean of NonInvasive blood pressure",1,mmHg
6,aids_hist,S,Boolean,yes,no,,,,,History,1,no unit
6,amiodarone_dose,T,JSON,yes,no,,,,,Medication,1,mg or mg/min if given by IV
6,moxifloxacin_dose,T,JSON,yes,no,,,,,Medication,1,mg
6,diazepam_dose,T,JSON,yes,no,,,,,Medication,1,mg
6,admit_weight,S,Real,no,no,,,admit_weight_update,weight,Admission weight,1,kg
6,nadolol_dose,T,JSON,yes,no,,,,,Medication,1,
6,chronic_airway_obstruction_prob,S,Boolean,yes,no,,,,,ProblemList,1,no unit
6,vent,T,String,yes,no,,,,,need to know when is on and when it taken away,1,no unit
6,ards_inhosp,T,String,yes,no,,,,,"Diagnoses, t if patient diagnosed with ARDS during hospital stay",1,
6,asthma_hist,S,Boolean,yes,no,,,,,History,1,no unit
6,anion_gap,TWF,Real,yes,no,last_value_in_window,28,,,Physiologic,1,
6,renal_insufficiency_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit
6,severe_pancreatitis_inhosp,T,String,yes,no,,,,,"Diagnoses, t if patient diagnosed with severe pancreatitis during hospital stay",1,
6,vasopressor_resuscitation,TWF,Boolean,no,no,,,vasopressor_resuscitation_update,"levophed_infusion_dose,dopamine_dose",,1,no unit
6,methylprednisolone_dose,T,JSON,yes,no,,,,,Medication,1,
6,hepatic_failure,T,Boolean,no,no,,,hepatic_failure_update,"hepatic_failure_inhosp, bilirubin",,1,
6,pulmonary_emboli,T,Boolean,no,no,,,pulmonary_emboli_update,"pulmonary_emboli_inhosp, ct_proc, ekg_proc",Diagnoses,1,
6,urine_output_24hr,TWF,Real,no,no,,,urine_output_24hr,urine_output,Physiologic,1,ml
6,amylase,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,Units/L
6,uro_sepsis,T,String,yes,no,,,,,,,
6,transfuse_cryoprecipitate,T,Boolean,yes,no,,,,,Whether patient received transfusion,1,no unit
6,propranolol_dose,T,JSON,yes,no,,,,,Medication,1,
6,septic_shock_iii,TWF,Integer,no,no,,,septic_shock_iii_update,"suspicion_of_infection,qsofa,worst_sofa, fluid_resuscitation, hypotension_intp,vasopressor_resuscitation,lactate",Whether patient has septic shock using 2016 consensus definition,1,no unit
6,hematocrit,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,%
6,hydralazine_dose,T,JSON,yes,no,,,,,Medication,1,mg
6,lisinopril_dose,T,JSON,yes,no,,,,,Medication,1,mg
6,temperature,TWF,Real,yes,no,last_value_in_window,28,,,Physiologic,1,Fahrenheit
6,any_beta_blocker,T,Boolean,no,no,,,beta_blocker_update,"acebutolol_dose, atenolol_dose, bisoprolol_dose, metoprolol_dose, nadolol_dose, propranolol_dose","Medication, 1 if any beta blocker administered",1,
6,penicillin_dose,T,JSON,yes,no,,3,,,Medication,1,Million Units
6,sirs_wbc_oor,TWF,Boolean,no,no,,,sirs_wbc_oor_update,wbc,it should not be sparse,1,no unit
6,any_glucocorticoid,T,Boolean,no,no,,,glucocorticoid_update,"hydrocortisone_dose, prednisone_dose, prednisolone_dose, methylprednisolone_dose, dexamethasone_dose, betamethasone_dose, fludrocortisone_dose","Medication, 1 if any glucocorticoid administered",1,
6,enalapril_dose,T,JSON,yes,no,,,,,Medication,1,mg
6,levalbuterol_dose,T,JSON,yes,no,,,,,Medication,1,mg
6,hemoglobin_minutes_since_measurement,TWF,Real,no,yes,,,time_since_last_measured,hemoglobin,minutes since last measured,1,no unit
6,intubation,T,Boolean,yes,no,,,,,Want to know time of placement,1,no unit
6,urine_output_6hr,TWF,Real,no,no,,,urine_output_6hr,urine_output,Physiologic,1,ml
6,chloride,TWF,Real,yes,no,last_value_in_window,28,,,Physiologic,1,mg/dL
6,spo2,TWF,Real,yes,no,last_value_in_window,4,,,"Physiologic, Peripheral capillary oxygen saturation",1,%
6,resp_rate,TWF,Real,yes,no,last_value_in_window,4,,,Physiologic,1,breath per min
6,diltiazem_dose,T,JSON,yes,no,,,,,Medication,1,mg
6,hemorrhagic_shock,TWF,Integer,no,no,,,hemorrhagic_shock_update,"transfuse_rbc, lactate, sbpm",screening label,1,no unit
6,diabetes_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit
6,heart_arrhythmias_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit
6,potassium,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,mmol/L
6,line_sepsis,T,String,yes,no,,,,,,,
6,cefazolin_dose,T,JSON,yes,no,,3,,,Medication,1,mg
6,acute_liver_failure,TWF,Integer,no,no,,,acute_liver_failure_update,"inr,gcs,liver_disease_hist",Whether patient has acute liver failure,1,no unit
6,met_carcinoma_hist,S,Boolean,yes,no,,,,,History,1,no unit
6,bun,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,mg/dL
6,ramipril_dose,T,JSON,yes,no,,,,,Medication,1,mg
6,hemoglobin_change,TWF,Real,no,no,,,change_since_last_measured,hemoglobin,hemoglobin change since last measured,1,no unit
6,ceftazidime_dose,T,JSON,yes,no,,3,,,Medication,1,mg
6,bronchitis_inhosp,T,String,yes,no,,,,,"Diagnoses, t if patient diagnosed with bronchitis during hospital stay",1,
6,mri_proc,T,String,yes,no,,,,,"Procedure, name of MRI performed",1,
6,epinephrine_dose,T,JSON,yes,no,,3,,,Medication,1,mcg/min
6,isincardiacicu,T,Boolean,yes,no,,,,,"feature, cardiac surgery patients",1,no unit
6,mi,TWF,int,no,no,,,mi_update,troponin,event,1,no unit
6,transfuse_rbc,T,Boolean,yes,no,,,,,Whether patient received transfusion,1,no unit
6,hypotension_intp,TWF,Boolean,no,no,,,hypotension_intp_update,hypotension_raw,it should not be sparse,1,no unit
6,uti_approx,T,String,yes,no,,,,,,,
6,calcium,TWF,Real,yes,no,last_value_in_window,28,,,Physiologic,1,mg/dL
6,biliary_sepsis_approx,T,String,yes,no,,,,,,,
6,pneumonia_sepsis,T,String,yes,no,,,,,,,
6,ards_approx,T,String,yes,no,,,,,,,
6,pancreatitis_chronic_hist,S,Boolean,yes,no,,,,,History,1,no unit
6,ct_proc,T,String,yes,no,,,,,"Procedure, name of CT scan performed",1,
6,gi_bleed_inhosp,T,String,yes,no,,,,,,,
6,tiotropium_dose,T,JSON,yes,no,,,,,Medication,1,mg
6,abp_dias,TWF,Real,yes,no,last_value_in_window,4,,,"Physiologic, Diastolic Arterial blood pressure",1,mmHg
6,acute_organ_failure,TWF,Boolean,no,no,,,acute_organ_failure_update,"inr, platelets, creatinine, chronic_kidney_hist, bilirubin, liver_disease_hist, urine_output_24hr, lactate, pao2_to_fio2, chronic_pulmonary_hist, hypotension_intp","check whether the organ-failure criteria for severe sepsis was met, it should not be sparse",1,no unit
6,intra_abdominal_sepsis,T,String,yes,no,,,,,,,
6,apixaban_dose,T,JSON,yes,no,,,,,Medication,1,
6,liver_disease_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit
6,hypersensitivity_pneumonitis_prob,S,Boolean,yes,no,,,,,ProblemList,1,no unit
6,worst_sofa,TWF,Integer,no,no,,,worst_sofa_update,"resp_sofa, hepatic_sofa, hematologic_sofa, cardio_sofa, neurologic_sofa, renal_sofa",it should not be sparse,1,no unit
6,metoprolol_dose,T,JSON,yes,no,,,,,Medication,1,
6,lorazepam_dose,T,JSON,yes,no,,,,,Medication,1,mg
6,hemoglobin,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,gm/dL
6,any_organ_failure,TWF,Boolean,no,no,,,any_organ_failure_update,worst_sofa,"Lab-based feature, it should not be sparse",1,no unit
6,inr,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,no unit
6,rifampin_dose,T,JSON,yes,no,,3,,,Medication,1,mg
6,dopamine_dose,T,JSON,yes,no,,3,,,Medication,1,mcg/kg/min
6,any_pressor,T,Boolean,no,no,,,any_pressor_update,"dopamine_dose, epinephrine_dose, levophed_infusion_dose, neosynephrine_dose, vasopressin_dose",any antibiotic was given to the patient,1,no unit
6,dexamethasone_dose,T,JSON,yes,no,,,,,Medication,1,
6,ampicillin_dose,T,JSON,yes,no,,3,,,Medication,1,mg
6,creatinine,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,mg/dl
6,fluid_resuscitation,TWF,Boolean,no,no,,,fluid_resuscitation_update,"fluids_intake_3hr,weight",,1,no unit
6,hemorrhage,T,Integer,no,no,,,hemorrhage_update,transfuse_rbc,Whether there is a new hemorrhage,1,no unit
6,chronic_airway_obstruction_hist,S,Boolean,yes,no,,,,,History,1,no unit
6,chest_xray,T,Boolean,yes,no,,,,,"Procedure, true if chest x-ray performed",1,
6,vancomycin_dose,T,JSON,yes,no,,3,,,Medication,1,mg
6,atenolol_dose,T,JSON,yes,no,,,,,Medication,1,
6,bronchiectasis_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit
6,dialysis,T,Real,yes,no,,,,,Volume of fluid removed,1,
6,bilirubin,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,mg/dl
6,alt_liver_enzymes,TWF,Real,yes,no,last_value_in_window,28,,,Physiologic,1,
6,map,TWF,Real,yes,no,last_value_in_window,4,,,Phyiologic,1,mmHg
6,mapm,TWF,Real,no,no,,,mapm_update,"abp_mean, nbp_mean","BP-based, Mean arterial pressure (MAP), it should not be sparse",1,mmHg
6,chronic_bronchitis_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit
6,gcs,TWF,Real,yes,no,last_value_in_window,28,,,"Glasgow Coma Score, measure of consciousness on a discrete scale from 3-15 where higher is better",1,no unit
6,pancreatitis_chronic_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit
6,oxacillin_dose,T,JSON,yes,no,,3,,,Medication,1,mg
6,sirs_intp,TWF,Boolean,no,no,,,sirs_intp_update,sirs_raw,it should not be sparse,1,no unit
6,bacterial_culture,T,String,yes,no,,,,,Procedure,1,
6,minutes_since_any_antibiotics,TWF,Integer,no,no,,,minutes_since_any_antibiotics_update,any_antibiotics,feature,1,min
6,acute_kidney_failure_inhosp,T,String,yes,no,,,,,"Diagnoses, t if patient diagnosed with acute kidney failure during hospital stay",1,
6,met_carcinoma_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit
6,fluids_intake,T,Real,yes,no,,,,,all fluids intake,1,ml
6,any_inotrope,T,Boolean,no,no,,,any_inotrope_update,"dobutamine_dose, milrinone_dose",any antibiotic was given to the patient,1,no unit
6,peritonitis_approx,T,String,yes,no,,,,,,,
6,urosepsis_approx,T,String,yes,no,,,,,,,
6,piperacillin_tazbac_dose,T,JSON,yes,no,,3,,,Medication,1,mg
6,aids_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit
6,urine_output,T,Real,yes,no,,,,,Phyiologic,1,ml
6,carvedilol_dose,T,JSON,yes,no,,,,,Medication,1,mg
6,sepsis_note,S,Boolean,yes,no,,,,,Label,1,no unit
6,heart_failure_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit
6,lidocaine_dose,T,JSON,yes,no,,,,,Medication,1,mg
6,fluids_intake_3hr,TWF,Real,no,no,,,fluids_intake_3hr,fluids_intake,,1,ml
6,warfarin_dose,T,JSON,yes,no,,,,,Medication,1,
6,line_sepsis_approx,T,String,yes,no,,,,,,,
6,discharge,T,JSON,yes,no,,,,,includes discharge department and disposition,1,no unit
6,catheter,T,Boolean,yes,no,,,,,Need to know when is inserted and when removed,1,
6,sirs_temperature_oor,TWF,Boolean,no,no,,,sirs_temperature_oor_update,temperature,it should not be sparse,1,no unit
6,cellulitis_approx,T,String,yes,no,,,,,,,
6,sotalol_dose,T,JSON,yes,no,,,,,Medication,1,mg
6,sirs_resp_oor,TWF,Boolean,no,no,,,sirs_resp_oor_update,"resp_rate, paco2","vital signs based,  it should not be sparse",1,no unit
6,immuno_comp_hist,S,Boolean,yes,no,,,,,History,1,no unit
6,renal_insufficiency_hist,S,Boolean,yes,no,,,,,history,1,no unit
6,infections_angus_hist,S,Boolean,yes,no,,,,,History,1,no unit
6,age,S,Real,yes,no,,,,,Demographic,1,year
6,hem_malig_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit
6,care_unit,T,Real,yes,no,,,,,Department,1,no unit
6,septic_shock,TWF,Integer,no,no,,,septic_shock_update,"severe_sepsis,  hypotension_intp, lactate, fluid_resuscitation, vasopressor_resuscitation","mix of lab, vital signs, and history",1,no unit
6,ards,T,Boolean,no,no,,,ards_update,"ards_inhosp, pao2_to_fio2, vent",Diagnoses,1,
6,immunodeficiency_hist,S,Boolean,yes,no,,,,,History,1,no unit
6,emphysema_hist,S,Boolean,yes,no,,,,,History,1,no unit
6,penicillin_g_dose,T,JSON,yes,no,,3,,,Medication,1,Million Units
6,lactate,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,mmol/L
6,minutes_since_any_organ_fail,TWF,Integer,no,no,,,minutes_since_organ_fail_update,any_organ_failure,"lab-based feature,  it should not be sparse",1,min
6,immuno_comp_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit
6,phenytoin_dose,T,JSON,yes,no,,,,,Medication,1,mg
6,hospital,S,String,yes,no,,,,,Demographic,1,hospital name
6,admittime,S,String,yes,no,,,,,Demographic,1,timestamp time of admit time
6,cms_antibiotics,T,Real,yes,no,,,,,cms anti-biotics as used for the online sepsis bundle criteria calculation,1,mg
6,crystalloid_fluid,T,Real,yes,no,,,,,crystaloid fluid as used for the online sepsis bundle criteria,1,mg
6,vasopressors_dose,T,Real,yes,no,,,,,vasopressors dose as used in the online sepsis bundle criteria,1,mg
6,cms_antibiotics_order,T,Real,yes,no,,,,,cms anti-biotics order as used for the online sepsis bundle criteria calculation,1,mg
6,crystalloid_fluid_order,T,Real,yes,no,,,,,crystaloid fluid order as used for the online sepsis bundle criteria,1,mg
6,vasopressors_dose_order,T,Real,yes,no,,,,,vasopressors dose order as used in the online sepsis bundle criteria,1,mg
6,bands,T,Real,yes,no,,,,,bands as used in the online sepsis bundle criteria calculation,1,%
6,lactate_order,T,Real,yes,no,,,,,lactate order as uses for the online sepsis bundle critieria calculation,1,order state
6,blood_culture_order,T,Real,yes,no,,,,,blood culture order as used for the online sepsis bundle criteria calculation,1,order state
6,bipap,T,Boolean,yes,no,,,,,Order Procedure,1,
