dataset_id,fid,category,data_type,is_measured,is_deprecated,fillin_func_id,window_size_in_hours,derive_func_id,derive_func_input,description,version,unit
3,milrinone_dose,T,JSON,yes,no,,3,,,Medication,1,mcg/kg/min
3,rass,TWF,Real,yes,no,last_value_in_window,5,,,Physiologic,1,no unit
3,pneumonia_sepsis_approx,T,String,yes,no,,,,,,,
3,acute_kidney_failure,T,Boolean,no,no,,,acute_kidney_failure_update,"acute_kidney_failure_inhosp, creatinine, urine_output_24hr, dialysis",Diagnoses,1,
3,any_antibiotics,T,Boolean,no,no,,,any_antibiotics_update,"ampicillin_dose, clindamycin_dose, erythromycin_dose , gentamicin_dose , oxacillin_dose , tobramycin_dose , vancomycin_dose , ceftazidime_dose , cefazolin_dose , penicillin_g_dose , meropenem_dose , penicillin_dose , amoxicillin_dose , piperacillin_tazbac_dose, rifampin_dose, meropenem_dose, rapamycin_dose",any antibiotic was given to the patient,1,no unit
3,sirs_raw,TWF,Boolean,no,no,,,sirs_raw_update,"sirs_temperature_oor, sirs_hr_oor, sirs_resp_oor, sirs_wbc_oor","mix of lab and vital signs, it should not be sparse",1,no unit
3,chronic_bronchitis_hist,S,Boolean,yes,no,,,,,History,1,no unit
3,pao2_to_fio2,TWF,Real,no,no,,,pao2_to_fio2_update,"pao2, fio2","vital sign based, it should not be sparse",1,mmHg
3,propofol_dose,T,JSON,yes,no,,,,,Medication,1,mg
3,amoxicillin_dose,T,JSON,yes,no,,3,,,Medication,1,mg
3,verapamil_dose,T,JSON,yes,no,,,,,Medication,1,mg
3,qsofa,TWF,Integer,no,no,,,qsofa_update,"resp_rate, sbpm, gcs",it should not be sparse,1,no unit
3,erythromycin_dose,T,JSON,yes,no,,3,,,Medication,1,mg
3,fio2,TWF,Real,yes,no,last_value_in_window,28,,,Physiologic,1,%
3,neurologic_sofa,TWF,Integer,no,no,,,neurologic_sofa_update,gcs,"vital-sign based,  it should not be sparse",1,no unit
3,hematologic_sofa,TWF,Integer,no,no,,,hematologic_sofa_update,platelets,"Lab-based feature, it should not be sparse",1,no unit
3,any_anticoagulant,T,Boolean,no,no,,,anticoagulant_update,"apixaban_dose, dabigatran_dose, rivaroxaban_dose, warfarin_dose, heparin_dose","Medication, 1 if any anticoagulant administered",1,
3,renal_sofa,TWF,Integer,no,no,,,renal_sofa_update,"creatinine, urine_output_24hr",it should not be sparse,1,no unit
3,clindamycin_dose,T,JSON,yes,no,,3,,,Medication,1,mg
3,levophed_dose,T,JSON,yes,no,,3,,,Medication,1,mcg/min
3,nbp_sys,TWF,Real,yes,no,last_value_in_window,4,,,Physiologic,1,mmHg
3,etomidate_dose,T,JSON,yes,no,,,,,Medication,1,mg
3,tobramycin_dose,T,JSON,yes,no,,3,,,Medication,1,mg
3,sirs_hr_oor,TWF,Boolean,no,no,,,sirs_hr_oor_update,heart_rate,"vital sign based,  it should not be sparse",1,no unit
3,rapamycin_dose,T,JSON,yes,no,,3,,,Medication,1,mg
3,resp_sofa,TWF,Integer,no,no,,,resp_sofa_update,"vent, pao2_to_fio2",,1,no unit
3,bun_to_cr,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,no unit
3,hypersensitivity_pneumonitis_hist,S,Boolean,yes,no,,,,,History,1,no unit
3,prednisone_dose,T,JSON,yes,no,,,,,Medication,1,
3,chronic_kidney_hist,S,Boolean,yes,no,,,,,History,1,no unit
3,vasopressin_dose,T,JSON,yes,no,,3,,,Medication,1,unit
3,cmi,TWF,Boolean,no,no,,,cmi_update,"severe_sepsis, fluid_resuscitation, vasopressor_resuscitation, fluids_intake_1hr","label, it should not be sparse",1,no unit
3,heart_attack,T,Boolean,no,no,,,heart_attack_update,"heart_attack_inhosp, ekg_proc, troponin","Diagnoses, t at time of heart attack",1,
3,levophed_injection_dose,T,JSON,yes,no,,3,,,Medication,1,mcg/kg/min
3,gender,S,Integer,yes,no,,,,,Demographic,1,0 stands for female and 1 stands for male
3,cardio_sofa,TWF,Integer,no,no,,,cardio_sofa_update,"mapm, dopamine_dose, epinephrine_dose, dobutamine_dose, levophed_infusion_dose, weight","a feature based on medication and vital sign, SOFA, Cardio vascular",1,no unit
3,stroke,T,Boolean,no,no,,,stroke_update,"stroke_inhosp, ct_proc, mri_proc",Diagnoses,1,
3,pulmonary_emboli_inhosp,T,String,yes,no,,,,,"Diagnoses, t if patient diagnosed with pulmonary emboli during hospital stay",1,
3,acute_pancreatitis,TWF,integer,no,no,,,acute_pancreatitis_update,"lipase, amylase",event,1,no unit
3,wbc,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,K/mm3
3,doxazosin_dose,T,JSON,yes,no,,,,,Medication,1,mg
3,hepatic_failure_inhosp,T,String,yes,no,,,,,"Diagnoses, t if patient diagnosed with fulminant hepatic failure during hospital stay",1,
3,chronic_airway_obstruction_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit
3,infections_angus_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit
3,asthma_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit
3,shock_idx,TWF,Real,no,no,,,shock_idx_update,"heart_rate, sbpm","vital signs-based, it should not be sparse",1,beats per min/mmHg
3,fludrocortisone_dose,T,JSON,yes,no,,,,,Medication,1,
3,weight,TWF,Real,yes,no,last_value_in_window,168,,,Phyiologic,1,kg
3,meropenem_dose,T,JSON,yes,no,,3,,,Medication,1,mg
3,rivaroxaban_dose,T,JSON,yes,no,,,,,Medication,1,
3,platelets,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,103/ul
3,arterial_ph,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,no unit
3,aclidinium_dose,T,JSON,yes,no,,,,,Medication,1,puff|Inhaler
3,bronchiectasis_prob,S,Boolean,yes,no,,,,,ProblemList,1,no unit
3,hypersensitivity_pneumonitis_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit
3,nbp_dias,TWF,Real,yes,no,last_value_in_window,4,,,Physiologic,1,mmHg
3,pneumonia_approx,T,String,yes,no,,,,,,,
3,dabigatran_dose,T,JSON,yes,no,,,,,Medication,1,
3,midazolam_dose,T,JSON,yes,no,,,,,Medication,1,mg
3,gi_bleed,T,Boolean,no,no,,,gi_bleed_update,"gi_bleed_inhosp, ct_proc, mri_proc",,1,
3,albuterol_dose,T,json,yes,no,,,,,Medication,,mg
3,bronchiectasis_hist,S,Boolean,yes,no,,,,,History,1,no unit
3,gentamicin_dose,T,JSON,yes,no,,3,,,Medication,1,mg
3,fluids_intake_1hr,TWF,Real,no,no,,,fluids_intake_1hr,fluids_intake,,1,ml
3,co2,TWF,Real,yes,no,last_value_in_window,28,,,"Lab, carbon dioxide",1,mmol/L
3,heparin_dose,T,JSON,yes,no,,,,,Medication,1,
3,heart_arrhythmias_prob,S,Boolean,yes,no,,,,,ProblemList,1,no unit
3,acebutolol_dose,T,JSON,yes,no,,,,,Medication,1,
3,dbpm,TWF,Real,no,no,,,dbpm_update,"abp_dias, nbp_dias","feaure based on BP dias, Diastolic blood pressure (combines invasive and noninvasive), it should not be sparse",1,mmHg
3,heart_failure_hist,S,Boolean,yes,no,,,,,History,1,no unit
3,ddimer,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,mg/L
3,ast_liver_enzymes,TWF,Real,yes,no,last_value_in_window,28,,,Physiologic,1,Units/L
3,betamethasone_dose,T,JSON,yes,no,,,,,Medication,1,
3,fluids_intake_24hr,TWF,Real,no,no,,,fluids_intake_24hr,fluids_intake,,1,ml
3,ptt,TWF,Real,yes,no,last_value_in_window,28,,,Physiologic,1,
3,transfuse_platelets,T,Boolean,yes,no,,,,,Whether patient received transfusion,1,no unit
3,levophed_infusion_dose,T,JSON,yes,no,,3,,,Medication,1,mcg/kg/min
3,hemorrhage_inhosp,T,String,yes,no,,,,,"Diagnoses, t if patient diagnosed with hemorrhage during hospital stay",1,
3,esrd_prob,S,Boolean,yes,no,,,,,ProblemList,1,no unit
3,epogen_dose,T,JSON,yes,no,,,,,Medication,1,Units
3,abp_sys,TWF,Real,yes,no,last_value_in_window,4,,,"Physiologic, Systolic Arterial blood pressure",1,mmHg
3,esrd_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit
3,magnesium,TWF,Real,yes,no,last_value_in_window,28,,,Physiologic,1,mg/dL
3,severe_sepsis,TWF,Boolean,no,no,,,severe_sepsis_update,"sirs_intp, acute_organ_failure, sepsis_note,infections_angus_diag, infections_angus_hist","mix of lab and vital signs, check whether severe sepsis has occurred,  it should not be sparse",1,no unit
3,bicarbonate,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,Units/L
3,clonidine_dose,T,JSON,yes,no,,,,,Medication,1,mg
3,transfuse_plasma,T,Boolean,yes,no,,,,,Whether patient received transfusion,1,no unit
3,emphysema_prob,S,Boolean,yes,no,,,,,ProblemList,1,no unit
3,heart_attack_inhosp,T,String,yes,no,,,,,"Diagnoses, t if patient diagnosed with heart attack during hospital stay",1,
3,ekg_proc,T,json,yes,no,,,,,Procedure,1,
3,severe_pancreatitis,T,Boolean,no,no,,,severe_pancreatitis_update,"severe_pancreatitis_inhosp, ct_proc, mri_proc",Diagnoses,1,
3,any_antibiotics_order,T,Boolean,no,no,,,any_antibiotics_order_update,"ampicillin_dose, clindamycin_dose, erythromycin_dose , gentamicin_dose , oxacillin_dose , tobramycin_dose , vancomycin_dose , ceftazidime_dose , cefazolin_dose , penicillin_g_dose , meropenem_dose , penicillin_dose , amoxicillin_dose , piperacillin_tazbac_dose, rifampin_dose, meropenem_dose, rapamycin_dose",any antibiotics was ordered for the patient,1,no unit
3,pancreatitis_chronic_prob,S,Boolean,yes,no,,,,,ProblemList,1,no unit
3,liver_disease_hist,S,Boolean,yes,no,,,,,history,1,no unit
3,dialysis_hist,S,Boolean,yes,no,,,,,History,1,no unit
3,hydrocortisone_dose,T,JSON,yes,no,,,,,Medication,1,
3,lipase,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,Units/L
3,diabetes_hist,S,Boolean,yes,no,,,,,History,1,no unit
3,prednisolone_dose,T,JSON,yes,no,,,,,Medication,1,
3,bisoprolol_dose,T,JSON,yes,no,,,,,Medication,1,
3,asthma_prob,S,Boolean,yes,no,,,,,ProblemList,1,no unit
3,hypotension_raw,TWF,Boolean,no,no,,,hypotension_raw_update,"sbpm, mapm","BP-based feature, it should not be sparse",1,no unit
3,salmeterol_dose,T,JSON,yes,no,,,,,Medication,1,Puff
3,insulin_dose,T,JSON,yes,no,,,,,Medication,1,
3,immunodeficiency_prob,S,Boolean,yes,no,,,,,ProblemList,1,no unit
3,sbpm,TWF,Real,no,no,,,sbpm_update,"abp_sys, nbp_sys","Systolic blood pressure,  it should not be sparse",1,mmHg
3,bronchitis,T,Boolean,no,no,,,bronchitis_update,"bronchitis_inhosp, chest_xray, bacterial_culture",Diagnoses,1,
3,culture_order,T,String,yes,no,,,,,Procedure,1,
3,dialysis_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit
3,heart_rate,TWF,Real,yes,no,last_value_in_window,4,,,Physiologic,1,beats per min
3,nbp_mean,TWF,Real,no,no,,,nbp_mean_update,"nbp_dias, nbp_sys","Physiologic, mean of NonInvasive blood pressure",1,mmHg
3,aids_hist,S,Boolean,yes,no,,,,,History,1,no unit
3,amiodarone_dose,T,JSON,yes,no,,,,,Medication,1,mg or mg/min if given by IV
3,moxifloxacin_dose,T,JSON,yes,no,,,,,Medication,1,mg
3,diazepam_dose,T,JSON,yes,no,,,,,Medication,1,mg
3,admit_weight,S,Real,no,no,,,admit_weight_update,weight,Admission weight,1,kg
3,nadolol_dose,T,JSON,yes,no,,,,,Medication,1,
3,chronic_airway_obstruction_prob,S,Boolean,yes,no,,,,,ProblemList,1,no unit
3,vent,T,String,yes,no,,,,,need to know when is on and when it taken away,1,no unit
3,ards_inhosp,T,String,yes,no,,,,,"Diagnoses, t if patient diagnosed with ARDS during hospital stay",1,
3,asthma_hist,S,Boolean,yes,no,,,,,History,1,no unit
3,anion_gap,TWF,Real,yes,no,last_value_in_window,28,,,Physiologic,1,
3,renal_insufficiency_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit
3,severe_pancreatitis_inhosp,T,String,yes,no,,,,,"Diagnoses, t if patient diagnosed with severe pancreatitis during hospital stay",1,
3,vasopressor_resuscitation,TWF,Boolean,no,no,,,vasopressor_resuscitation_update,"levophed_infusion_dose,dopamine_dose",,1,no unit
3,methylprednisolone_dose,T,JSON,yes,no,,,,,Medication,1,
3,hepatic_failure,T,Boolean,no,no,,,hepatic_failure_update,"hepatic_failure_inhosp, bilirubin",,1,
3,pulmonary_emboli,T,Boolean,no,no,,,pulmonary_emboli_update,"pulmonary_emboli_inhosp, ct_proc, ekg_proc",Diagnoses,1,
3,urine_output_24hr,TWF,Real,no,no,,,urine_output_24hr,urine_output,Physiologic,1,ml
3,amylase,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,Units/L
3,uro_sepsis,T,String,yes,no,,,,,,,
3,transfuse_cryoprecipitate,T,Boolean,yes,no,,,,,Whether patient received transfusion,1,no unit
3,propranolol_dose,T,JSON,yes,no,,,,,Medication,1,
3,septic_shock_iii,TWF,Integer,no,no,,,septic_shock_iii_update,"suspicion_of_infection,qsofa,worst_sofa, fluid_resuscitation, hypotension_intp,vasopressor_resuscitation,lactate",Whether patient has septic shock using 2016 consensus definition,1,no unit
3,hematocrit,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,%
3,hydralazine_dose,T,JSON,yes,no,,,,,Medication,1,mg
3,lisinopril_dose,T,JSON,yes,no,,,,,Medication,1,mg
3,temperature,TWF,Real,yes,no,last_value_in_window,28,,,Physiologic,1,Fahrenheit
3,any_beta_blocker,T,Boolean,no,no,,,beta_blocker_update,"acebutolol_dose, atenolol_dose, bisoprolol_dose, metoprolol_dose, nadolol_dose, propranolol_dose","Medication, 1 if any beta blocker administered",1,
3,penicillin_dose,T,JSON,yes,no,,3,,,Medication,1,Million Units
3,sirs_wbc_oor,TWF,Boolean,no,no,,,sirs_wbc_oor_update,wbc,it should not be sparse,1,no unit
3,any_glucocorticoid,T,Boolean,no,no,,,glucocorticoid_update,"hydrocortisone_dose, prednisone_dose, prednisolone_dose, methylprednisolone_dose, dexamethasone_dose, betamethasone_dose, fludrocortisone_dose","Medication, 1 if any glucocorticoid administered",1,
3,enalapril_dose,T,JSON,yes,no,,,,,Medication,1,mg
3,levalbuterol_dose,T,JSON,yes,no,,,,,Medication,1,mg
3,hemoglobin_minutes_since_measurement,TWF,Real,no,yes,,,time_since_last_measured,hemoglobin,minutes since last measured,1,no unit
3,intubation,T,Boolean,yes,no,,,,,Want to know time of placement,1,no unit
3,urine_output_6hr,TWF,Real,no,no,,,urine_output_6hr,urine_output,Physiologic,1,ml
3,chloride,TWF,Real,yes,no,last_value_in_window,28,,,Physiologic,1,mg/dL
3,spo2,TWF,Real,yes,no,last_value_in_window,4,,,"Physiologic, Peripheral capillary oxygen saturation",1,%
3,resp_rate,TWF,Real,yes,no,last_value_in_window,4,,,Physiologic,1,breath per min
3,diltiazem_dose,T,JSON,yes,no,,,,,Medication,1,mg
3,hemorrhagic_shock,TWF,Integer,no,no,,,hemorrhagic_shock_update,"transfuse_rbc, lactate, sbpm",screening label,1,no unit
3,diabetes_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit
3,heart_arrhythmias_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit
3,potassium,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,mmol/L
3,line_sepsis,T,String,yes,no,,,,,,,
3,cefazolin_dose,T,JSON,yes,no,,3,,,Medication,1,mg
3,acute_liver_failure,TWF,Integer,no,no,,,acute_liver_failure_update,"inr,gcs,liver_disease_hist",Whether patient has acute liver failure,1,no unit
3,met_carcinoma_hist,S,Boolean,yes,no,,,,,History,1,no unit
3,bun,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,mg/dL
3,ramipril_dose,T,JSON,yes,no,,,,,Medication,1,mg
3,hemoglobin_change,TWF,Real,no,no,,,change_since_last_measured,hemoglobin,hemoglobin change since last measured,1,no unit
3,ceftazidime_dose,T,JSON,yes,no,,3,,,Medication,1,mg
3,bronchitis_inhosp,T,String,yes,no,,,,,"Diagnoses, t if patient diagnosed with bronchitis during hospital stay",1,
3,mri_proc,T,String,yes,no,,,,,"Procedure, name of MRI performed",1,
3,epinephrine_dose,T,JSON,yes,no,,3,,,Medication,1,mcg/min
3,isincardiacicu,T,Boolean,yes,no,,,,,"feature, cardiac surgery patients",1,no unit
3,mi,TWF,int,no,no,,,mi_update,troponin,event,1,no unit
3,transfuse_rbc,T,Boolean,yes,no,,,,,Whether patient received transfusion,1,no unit
3,hypotension_intp,TWF,Boolean,no,no,,,hypotension_intp_update,hypotension_raw,it should not be sparse,1,no unit
3,uti_approx,T,String,yes,no,,,,,,,
3,calcium,TWF,Real,yes,no,last_value_in_window,28,,,Physiologic,1,mg/dL
3,biliary_sepsis_approx,T,String,yes,no,,,,,,,
3,pneumonia_sepsis,T,String,yes,no,,,,,,,
3,ards_approx,T,String,yes,no,,,,,,,
3,pancreatitis_chronic_hist,S,Boolean,yes,no,,,,,History,1,no unit
3,ct_proc,T,String,yes,no,,,,,"Procedure, name of CT scan performed",1,
3,gi_bleed_inhosp,T,String,yes,no,,,,,,,
3,tiotropium_dose,T,JSON,yes,no,,,,,Medication,1,mg
3,abp_dias,TWF,Real,yes,no,last_value_in_window,4,,,"Physiologic, Diastolic Arterial blood pressure",1,mmHg
3,acute_organ_failure,TWF,Boolean,no,no,,,acute_organ_failure_update,"inr, platelets, creatinine, chronic_kidney_hist, bilirubin, liver_disease_hist, urine_output_24hr, lactate, pao2_to_fio2, chronic_pulmonary_hist, hypotension_intp","check whether the organ-failure criteria for severe sepsis was met, it should not be sparse",1,no unit
3,intra_abdominal_sepsis,T,String,yes,no,,,,,,,
3,apixaban_dose,T,JSON,yes,no,,,,,Medication,1,
3,liver_disease_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit
3,hypersensitivity_pneumonitis_prob,S,Boolean,yes,no,,,,,ProblemList,1,no unit
3,worst_sofa,TWF,Integer,no,no,,,worst_sofa_update,"resp_sofa, hepatic_sofa, hematologic_sofa, cardio_sofa, neurologic_sofa, renal_sofa",it should not be sparse,1,no unit
3,metoprolol_dose,T,JSON,yes,no,,,,,Medication,1,
3,lorazepam_dose,T,JSON,yes,no,,,,,Medication,1,mg
3,hemoglobin,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,gm/dL
3,any_organ_failure,TWF,Boolean,no,no,,,any_organ_failure_update,worst_sofa,"Lab-based feature, it should not be sparse",1,no unit
3,inr,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,no unit
3,rifampin_dose,T,JSON,yes,no,,3,,,Medication,1,mg
3,dopamine_dose,T,JSON,yes,no,,3,,,Medication,1,mcg/kg/min
3,any_pressor,T,Boolean,no,no,,,any_pressor_update,"dopamine_dose, epinephrine_dose, levophed_infusion_dose, neosynephrine_dose, vasopressin_dose",any antibiotic was given to the patient,1,no unit
3,dexamethasone_dose,T,JSON,yes,no,,,,,Medication,1,
3,ampicillin_dose,T,JSON,yes,no,,3,,,Medication,1,mg
3,creatinine,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,mg/dl
3,fluid_resuscitation,TWF,Boolean,no,no,,,fluid_resuscitation_update,"fluids_intake_3hr,weight",,1,no unit
3,hemorrhage,T,Integer,no,no,,,hemorrhage_update,transfuse_rbc,Whether there is a new hemorrhage,1,no unit
3,chronic_airway_obstruction_hist,S,Boolean,yes,no,,,,,History,1,no unit
3,chest_xray,T,Boolean,yes,no,,,,,"Procedure, true if chest x-ray performed",1,
3,vancomycin_dose,T,JSON,yes,no,,3,,,Medication,1,mg
3,atenolol_dose,T,JSON,yes,no,,,,,Medication,1,
3,bronchiectasis_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit
3,dialysis,T,Boolean,yes,no,,,,,Volume of fluid removed,1,
3,bilirubin,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,mg/dl
3,alt_liver_enzymes,TWF,Real,yes,no,last_value_in_window,28,,,Physiologic,1,
3,map,TWF,Real,yes,no,last_value_in_window,4,,,Phyiologic,1,mmHg
3,mapm,TWF,Real,no,no,,,mapm_update,"abp_mean, nbp_mean","BP-based, Mean arterial pressure (MAP), it should not be sparse",1,mmHg
3,chronic_bronchitis_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit
3,gcs,TWF,Real,yes,no,last_value_in_window,28,,,"Glasgow Coma Score, measure of consciousness on a discrete scale from 3-15 where higher is better",1,no unit
3,pancreatitis_chronic_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit
3,oxacillin_dose,T,JSON,yes,no,,3,,,Medication,1,mg
3,sirs_intp,TWF,Boolean,no,no,,,sirs_intp_update,sirs_raw,it should not be sparse,1,no unit
3,bacterial_culture,T,String,yes,no,,,,,Procedure,1,
3,minutes_since_any_antibiotics,TWF,Integer,no,no,,,minutes_since_any_antibiotics_update,any_antibiotics,feature,1,min
3,acute_kidney_failure_inhosp,T,String,yes,no,,,,,"Diagnoses, t if patient diagnosed with acute kidney failure during hospital stay",1,
3,met_carcinoma_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit
3,fluids_intake,T,Real,yes,no,,,,,all fluids intake,1,ml
3,any_inotrope,T,Boolean,no,no,,,any_inotrope_update,"dobutamine_dose, milrinone_dose",any antibiotic was given to the patient,1,no unit
3,peritonitis_approx,T,String,yes,no,,,,,,,
3,urosepsis_approx,T,String,yes,no,,,,,,,
3,piperacillin_tazbac_dose,T,JSON,yes,no,,3,,,Medication,1,mg
3,aids_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit
3,urine_output,T,Real,yes,no,,,,,Phyiologic,1,ml
3,carvedilol_dose,T,JSON,yes,no,,,,,Medication,1,mg
3,sepsis_note,S,Boolean,yes,no,,,,,Label,1,no unit
3,heart_failure_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit
3,lidocaine_dose,T,JSON,yes,no,,,,,Medication,1,mg
3,fluids_intake_3hr,TWF,Real,no,no,,,fluids_intake_3hr,fluids_intake,,1,ml
3,warfarin_dose,T,JSON,yes,no,,,,,Medication,1,
3,line_sepsis_approx,T,String,yes,no,,,,,,,
3,discharge,T,JSON,yes,no,,,,,includes discharge department and disposition,1,no unit
3,catheter,T,Boolean,yes,no,,,,,Need to know when is inserted and when removed,1,
3,sirs_temperature_oor,TWF,Boolean,no,no,,,sirs_temperature_oor_update,temperature,it should not be sparse,1,no unit
3,cellulitis_approx,T,String,yes,no,,,,,,,
3,sotalol_dose,T,JSON,yes,no,,,,,Medication,1,mg
3,sirs_resp_oor,TWF,Boolean,no,no,,,sirs_resp_oor_update,"resp_rate, paco2","vital signs based,  it should not be sparse",1,no unit
3,immuno_comp_hist,S,Boolean,yes,no,,,,,History,1,no unit
3,renal_insufficiency_hist,S,Boolean,yes,no,,,,,history,1,no unit
3,infections_angus_hist,S,Boolean,yes,no,,,,,History,1,no unit
3,age,S,Real,yes,no,,,,,Demographic,1,year
3,hem_malig_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit
3,care_unit,T,String,yes,no,,,,,Department,1,no unit
3,septic_shock,TWF,Integer,no,no,,,septic_shock_update,"severe_sepsis,  hypotension_intp, lactate, fluid_resuscitation, vasopressor_resuscitation","mix of lab, vital signs, and history",1,no unit
3,ards,T,Boolean,no,no,,,ards_update,"ards_inhosp, pao2_to_fio2, vent",Diagnoses,1,
3,immunodeficiency_hist,S,Boolean,yes,no,,,,,History,1,no unit
3,emphysema_hist,S,Boolean,yes,no,,,,,History,1,no unit
3,penicillin_g_dose,T,JSON,yes,no,,3,,,Medication,1,Million Units
3,lactate,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,mmol/L
3,minutes_since_any_organ_fail,TWF,Integer,no,no,,,minutes_since_organ_fail_update,any_organ_failure,"lab-based feature,  it should not be sparse",1,min
3,immuno_comp_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit
3,phenytoin_dose,T,JSON,yes,no,,,,,Medication,1,mg
3,hospital,S,String,yes,no,,,,,Demographic,1,hospital name
3,admittime,S,String,yes,no,,,,,Demographic,1,timestamp time of admit time
3,cms_antibiotics,T,Real,yes,no,,,,,cms anti-biotics as used for the online sepsis bundle criteria calculation,1,mg
3,crystalloid_fluid,T,Real,yes,no,,,,,crystaloid fluid as used for the online sepsis bundle criteria,1,mg
3,vasopressors_dose,T,Real,yes,no,,,,,vasopressors dose as used in the online sepsis bundle criteria,1,mg
3,cms_antibiotics_order,T,Real,yes,no,,,,,cms anti-biotics order as used for the online sepsis bundle criteria calculation,1,mg
3,crystalloid_fluid_order,T,Real,yes,no,,,,,crystaloid fluid order as used for the online sepsis bundle criteria,1,mg
3,vasopressors_dose_order,T,Real,yes,no,,,,,vasopressors dose order as used in the online sepsis bundle criteria,1,mg
3,bands,T,Real,yes,no,,,,,bands as used in the online sepsis bundle criteria calculation,1,%
3,lactate_order,T,String,yes,no,,,,,lactate order as uses for the online sepsis bundle critieria calculation,1,order state
3,blood_culture_order,T,String,yes,no,,,,,blood culture order as used for the online sepsis bundle criteria calculation,1,order state
3,bipap,T,Boolean,yes,no,,,,,Order Procedure,1,
3,cpap,T,Boolean,yes,no,,,,,Order Procedure,1,
