dataset_id,FUNC_ID,FUNC_TYPE,DESCRIPTION
1001,convert_vent_to_binary,transform,if Value == 'Vent Start' return 1; If Value == 'Vent Stop' return 0
1001,cmi_update,derive,ref Arch folder
1001,hepatic_failure_update,derive,1 at estimated time of hepatic failure diagnosis
1001,fluids_intake_1hr,derive,sum up fluids intake within 1 hour
1001,convert_to_mcg_kg_min,transform,if dose is not null and assert unit is mcg/kg/min then return real(dose)
1001,neurologic_sofa_update,derive,ref Arch folder
1001,convert_to_mcg_min,transform,convert value to mcg/min
1001,fluids_intake_24hr,derive,sum up fluids intake within 24 hours
1001,sirs_raw_update,derive,ref Arch folder
1001,convert_inhosp_to_json,transform,"{""diagname"":string, ""ischronic"":1/0, ""present on admission"":string}"
1001,worst_sofa_update,derive,ref Arch folder
1001,any_organ_failure_update,derive,ref Arch folder
1001,get_diastolic,transform,"BP is reported as a string in the form of ""140/70"". GetDiastolic returns the value after the ""/"" char. Ignore the entry row if it's null."
1001,hypotension_intp_update,derive,ref Arch folder
1001,threshold_creatinine,transform,"threshold(0.1, 40)"
1001,threshold_lactate,transform,"threshold(0.2, 40)"
1001,jh_pressor_update,derive,ref Arch folder
1001,beta_blocker_update,derive,"1 if any beta-blocker given at tsp, 0 otherwise. See Arch for specific medications."
1001,glucocorticoid_update,derive,"1 if any glucocorticoid given at tsp, 0 otherwise. See Arch for specific medications."
1001,convert_salmeterol_dose,transform,use default_convert_dose function and convert all does > 4.0 to 4.0
1001,convert_to_mmol,transform,if reference_unit == 'mEq/L' return value
1001,threshold_hemoglobin,transform,"threshold(4 , 20)"
1001,any_antibiotics_order_update,derive,any antibiotics order has been placed
1001,mapm_update,derive,ref Arch folder
1001,threshold_gcs,transform,"threshold(3, 15)"
1001,gi_bleed_update,derive,calculate gi_bleed
1001,convert_lab_value_to_real,transform,convert value to float and transform <float or >float to float
1001,resp_sofa_update,derive,ref Arch folder
1001,threshold_abp_mean,transform,"threshold(20 , 170)"
1001,threshold_fio2,transform,"threshold(20, 100)"
1001,anticoagulant_update,derive,"1 if any anticoagulant given at tsp, 0 otherwise. See Arch for specific medications."
1001,convert_pao2_to_real,transform,if value start with '>' or '<' then return real(value[1:]); else return real(value)
1001,convert_vasopressin_to_unit,transform, convert vasopressin in Unit
1001,convert_catheter_to_binary,transform,"1 when catheter present, 0 prior to insertion and after removal"
1001,minutes_since_any_antibiotics_update,derive,ref Arch folder
1001,sufficient_fluid_replacement_update,derive,ref Arch folder
1001,stroke_update,derive,1 at estimated time of stroke diagnosis
1001,transform_sodium,transform,transform sodium to mmol
1001,urine_output_24hr,derive,ref Arch folder
1001,threshold_paco2,transform,"threshold(5, 100)"
1001,fluid_resuscitation_update,derive,ref Arch folder
1001,obstructive_pe_shock_update,derive,ref Arch folder
1001,cast_string_to_real,transform,if value start with '>' or '<' then return real(value[1:]); else return real(value)
1001,pao2_to_fio2_update,derive,PaO2/FiO2
1001,get_systolic,transform,"BP is reported as a string in the form of ""140/70"". GetSystolic returns the value before the ""/"" char"
1001,minutes_to_shock_onset_update,derive,ref Arch folder
1001,sirs_temperature_oor_update,derive,ref Arch folder
1001,any_inotrope_update,derive,need description
1001,any_antibiotics_update,derive,need description
1001,extract_fluids_intake,transform,extract fluids intake from MAR into volumns
1001,cardio_sofa_update,derive,ref Arch folder
1001,threshold_hematocrit,transform,"threshold(15, 60)"
1001,convert_propofol_to_mg,transform, convert propofol in mg or mcg/kg/min to mg
1001,severe_pancreatitis_update,derive,1 at estimated time of severe pancreatitis diagnosis
1001,convert_paco2_to_real,transform,if value start with '>' or '<' then return real(value[1:]); else return real(value)
1001,time_since_last_measured,derive,calculate minutes since last measured value
1001,convert_vancomycin_dose_to_mg,transform,convert_vancomycin_dose_to_mg
1001,vasopressor_update,derive,ref Arch folder
1001,convert_to_ngdl,transform,convert ng/mL to ng/dl by dividing 100
1001,urine_output_6hr,derive,ref Arch folder
1001,last_value_in_window,fillin,"fills in values from the last value in the window, if not available, fills in from population mean"
1001,acute_pancreatitis_update,derive, ref Arch folder
1001,renal_sofa_update,derive,ref Arch folder
1001,threshold_co2,transform,"threshold(0.1, 55)"
1001,convert_to_given_dose,transform,directly load the dose when the action is in the default given action set
1001,change_since_last_measured,derive,calculate measurement change since last measured value
1001,convert_to_mg,transform,if MedUnit =='g' then Dose = Dose * 1000 ------- if MedUnit == 'mcg' then Dose = Dose / 1000 --- if MedUnit =='mg of piperacillin' then Dose = Dose
1001,mi_update,derive,calculate mi
1001,threshold_pao2,transform,"threshold(0.1, 500)"
1001,suspicion_of_infection_update,derive,ref Arch folder
1001,threshold_nbp_sys,transform,"threshold(30 , 250)"
1001,convert_dialysis_to_binary,transform,indicator 1 when dialysis performed
1001,metabolic_acidosis_update,derive,calculate metabolic acidosis
1001,fillin,fillin,Fills the missing data in a TWF feature by copying the latest valid value to the gap
1001,sirs_resp_oor_update,derive,ref Arch folder
1001,convert_penicillin_dose,transform,convert to million unit
1001,convert_ounces_to_kg,transform,Convet Onces (weight) to Kgs
1001,piperacillin_tazbac_dose_to_mg,transform,"if unit == 'mg of piperacillin', then return the value in mg; else return convert_to_mg"
1001,threshold_abp_sys,transform,"threshold(30 , 300)"
1001,load_discharge_json,transform,load discharge into json format including department and disposition
1001,convert_amoxicillin_dose_to_mg,transform,if MedUnit=='tablet' then Dose = Dose*medication_unit
1001,acute_kidney_failure_update,derive,1 at estimated time of kidney failure diagnosis
1001,pulmonary_emboli_update,derive,1 at estimated time of pulmonary emboli diagnosis
1001,treatment_within_6_hours_update,derive,Indicator of whether a treatment was received in past 6 hours
1001,convert_care_unit_hc_epic,transform,generate care_unit for HC_EPIC
1001,threshold_temperature,transform,"threshold(80, 110)"
1001,sirs_intp_update,derive,ref Arch folder
1001,any_pressor_update,derive,need description
1001,vasopressor_resuscitation_update,derive,ref Arch folder
1001,hematologic_sofa_update,derive,ref Arch folder
1001,convert_co2_to_real,transform,convert co2 to real
1001,septic_shock_update,derive,ref Arch folder
1001,convert_arterial_ph_to_real,transform,if value == '<6.79' then 6.79; else return float(value)
1001,convert_inr_to_real,transform,if value start with '>' then return real(value[1:]); else return real(value)
1001,sirs_wbc_oor_update,derive,ref Arch folder
1001,convert_creatinine_to_real,transform,if value == '<0.1' then 0.1; else return real(value)
1001,acute_organ_failure_update,derive,ref Arch folder
1001,default_convert_dose,transform,directly convert dose
1001,threshold_weight,transform,"threshold(20, 300)"
1001,fluids_intake_3hr,derive,sum up fluids intake within 3 hours
1001,threshold_heart_rate,transform,"threshold(20, 300)"
1001,threshold_wbc,transform,"threshold(0.01, 70)"
1001,hemorrhagic_shock_update,derive,TBD
1001,convert_bun_to_real,transform,if value == '<3' then 3; else return real(value)
1001,shock_idx_update,derive,ref Arch folder
1001,minutes_since_last_cmi_update,derive,ref Arch folder
1001,ards_update,derive,1 at estimated time of ARDS diagnosis
1001,sbpm_update,derive,ref Arch folder
1001,bronchitis_update,derive,1 at estimated time of bronchitis diagnosis
1001,threshold_bun,transform,"threshold(0.1, 180)"
1001,minutes_since_organ_fail_update,derive,ref Arch folder
1001,convert_proc_to_boolean,transform,load start and end time
1001,calculate_major_blood_loss,derive,Defines major blood loss
1001,calc_num_administrations,derive,Calculate the number of times a medication has been administered in a window
1001,calc_acute_heart_failure,derive,Determine which patients were diagnosed with acute heart failure
1001,calc_cardiogenic_shock,derive,Determine which patients suffered cardiogenic shock
1001,code_doc_note_update,derive,Determine which patients had a Code Documentation Note
1001,hosp_admit_update,derive,Determine which patients were admitted into the hospital
