dataset_id,fid,category,data_type,is_measured,is_deprecated,fillin_func_id,window_size_in_hours,derive_func_id,derive_func_input,description,version,unit,function_arguments
1001,acute_pancreatitis,TWF,integer,no,no,,,acute_pancreatitis_update,"lipase, amylase",event,1,no unit,
1001,wbc,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,K/mm3,
1001,doxazosin_dose,T,JSON,yes,no,,,,,Medication,1,mg,
1001,hepatic_failure_inhosp,T,String,yes,no,,,,,"Diagnoses, t if patient diagnosed with fulminant hepatic failure during hospital stay",1,,
1001,chronic_airway_obstruction_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit,
1001,infections_angus_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit,
1001,asthma_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit,
1001,shock_idx,TWF,Real,no,no,,,shock_idx_update,"heart_rate, sbpm","vital signs-based, it should not be sparse",1,beats per min/mmHg,
1001,fludrocortisone_dose,T,JSON,yes,no,,,,,Medication,1,,
1001,weight,TWF,Real,yes,no,last_value_in_window,168,,,Phyiologic,1,kg,
1001,meropenem_dose,T,JSON,yes,no,,3,,,Medication,1,mg,
1001,rivaroxaban_dose,T,JSON,yes,no,,,,,Medication,1,,
1001,platelets,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,103/ul,
1001,arterial_ph,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,no unit,
1001,aclidinium_dose,T,JSON,yes,no,,,,,Medication,1,puff|Inhaler,
1001,bronchiectasis_prob,S,Boolean,yes,no,,,,,ProblemList,1,no unit,
1001,hypersensitivity_pneumonitis_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit,
1001,nbp_dias,TWF,Real,yes,no,last_value_in_window,4,,,Physiologic,1,mmHg,
1001,pneumonia_approx,T,String,yes,no,,,,,,,,
1001,dabigatran_dose,T,JSON,yes,no,,,,,Medication,1,,
1001,midazolam_dose,T,JSON,yes,no,,,,,Medication,1,mg,
1001,gi_bleed,T,Boolean,no,no,,,gi_bleed_update,"gi_bleed_inhosp, ct_proc, mri_proc",,1,,
1001,albuterol_dose,T,json,yes,no,,,,,Medication,,mg,
1001,bronchiectasis_hist,S,Boolean,yes,no,,,,,History,1,no unit,
1001,gentamicin_dose,T,JSON,yes,no,,3,,,Medication,1,mg,
1001,fluids_intake_1hr,TWF,Real,no,no,,,fluids_intake_1hr,fluids_intake,,1,ml,
1001,co2,TWF,Real,yes,no,last_value_in_window,28,,,"Lab, carbon dioxide",1,mmol/L,
1001,heparin_dose,T,JSON,yes,no,,,,,Medication,1,,
1001,heart_arrhythmias_prob,S,Boolean,yes,no,,,,,ProblemList,1,no unit,
1001,acebutolol_dose,T,JSON,yes,no,,,,,Medication,1,,
1001,dbpm,TWF,Real,no,no,,,dbpm_update,"abp_dias, nbp_dias","feaure based on BP dias, Diastolic blood pressure (combines invasive and noninvasive), it should not be sparse",1,mmHg,
1001,heart_failure_hist,S,Boolean,yes,no,,,,,History,1,no unit,
1001,ddimer,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,mg/L REU,
1001,ast_liver_enzymes,TWF,Real,yes,no,last_value_in_window,28,,,Physiologic,1,Units/L,
1001,betamethasone_dose,T,JSON,yes,no,,,,,Medication,1,,
1001,fluids_intake_24hr,TWF,Real,no,no,,,fluids_intake_24hr,fluids_intake,,1,ml,
1001,ptt,TWF,Real,yes,no,last_value_in_window,28,,,Physiologic,1,,
1001,transfuse_platelets,T,Boolean,yes,no,,,,,Whether patient received transfusion,1,no unit,
1001,levophed_infusion_dose,T,JSON,yes,no,,3,,,Medication,1,mcg/kg/min,
1001,hemorrhage_inhosp,T,String,yes,no,,,,,"Diagnoses, t if patient diagnosed with hemorrhage during hospital stay",1,,
1001,esrd_prob,S,Boolean,yes,no,,,,,ProblemList,1,no unit,
1001,epogen_dose,T,JSON,yes,no,,,,,Medication,1,Units,
1001,abp_sys,TWF,Real,yes,no,last_value_in_window,4,,,"Physiologic, Systolic Arterial blood pressure",1,mmHg,
1001,esrd_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit,
1001,magnesium,TWF,Real,yes,no,last_value_in_window,28,,,Physiologic,1,mg/dL,
1001,severe_sepsis,TWF,Boolean,no,no,,,severe_sepsis_update,"sirs_intp, acute_organ_failure, sepsis_note,infections_angus_diag, infections_angus_hist","mix of lab and vital signs, check whether severe sepsis has occurred,  it should not be sparse",1,no unit,
1001,bicarbonate,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,Units/L,
1001,clonidine_dose,T,JSON,yes,no,,,,,Medication,1,mg,
1001,transfuse_plasma,T,Boolean,yes,no,,,,,Whether patient received transfusion,1,no unit,
1001,emphysema_prob,S,Boolean,yes,no,,,,,ProblemList,1,no unit,
1001,heart_attack_inhosp,T,String,yes,no,,,,,"Diagnoses, t if patient diagnosed with heart attack during hospital stay",1,,
1001,ekg_proc,T,json,yes,no,,,,,Procedure,1,,
1001,severe_pancreatitis,T,Boolean,no,no,,,severe_pancreatitis_update,"severe_pancreatitis_inhosp, ct_proc, mri_proc",Diagnoses,1,,
1001,any_antibiotics_order,T,Boolean,no,no,,,any_antibiotics_order_update,"ampicillin_dose, clindamycin_dose, erythromycin_dose , gentamicin_dose , oxacillin_dose , tobramycin_dose , vancomycin_dose , ceftazidime_dose , cefazolin_dose , penicillin_g_dose , meropenem_dose , penicillin_dose , amoxicillin_dose , piperacillin_tazobac_dose, rifampin_dose, meropenem_dose, rapamycin_dose",any antibiotics was ordered for the patient,1,no unit,
1001,pancreatitis_chronic_prob,S,Boolean,yes,no,,,,,ProblemList,1,no unit,
1001,liver_disease_hist,S,Boolean,yes,no,,,,,history,1,no unit,
1001,dialysis_hist,S,Boolean,yes,no,,,,,History,1,no unit,
1001,hydrocortisone_dose,T,JSON,yes,no,,,,,Medication,1,,
1001,lipase,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,Units/L,
1001,diabetes_hist,S,Boolean,yes,no,,,,,History,1,no unit,
1001,prednisolone_dose,T,JSON,yes,no,,,,,Medication,1,,
1001,bisoprolol_dose,T,JSON,yes,no,,,,,Medication,1,,
1001,asthma_prob,S,Boolean,yes,no,,,,,ProblemList,1,no unit,
1001,hypotension_raw,TWF,Boolean,no,no,,,hypotension_raw_update,"sbpm, map","BP-based feature, it should not be sparse",1,no unit,
1001,salmeterol_dose,T,JSON,yes,no,,,,,Medication,1,Puff,
1001,insulin_dose,T,JSON,yes,no,,,,,Medication,1,,
1001,immunodeficiency_prob,S,Boolean,yes,no,,,,,ProblemList,1,no unit,
1001,sbpm,TWF,Real,no,no,,,sbpm_update,"abp_sys, nbp_sys","Systolic blood pressure,  it should not be sparse",1,mmHg,
1001,bronchitis,T,Boolean,no,no,,,bronchitis_update,"bronchitis_inhosp, chest_xray, bacterial_culture",Diagnoses,1,,
1001,culture_order,T,JSON,yes,no,,,,,Procedure,1,,
1001,dialysis_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit,
1001,heart_rate,TWF,Real,yes,no,last_value_in_window,4,,,Physiologic,1,beats per min,
1001,nbp_mean,TWF,Real,no,no,,,nbp_mean_update,"nbp_dias, nbp_sys","Physiologic, mean of NonInvasive blood pressure",1,mmHg,
1001,aids_hist,S,Boolean,yes,no,,,,,History,1,no unit,
1001,amiodarone_dose,T,JSON,yes,no,,,,,Medication,1,mg or mg/min if given by IV,
1001,moxifloxacin_dose,T,JSON,yes,no,,,,,Medication,1,mg,
1001,diazepam_dose,T,JSON,yes,no,,,,,Medication,1,mg,
1001,admit_weight,S,Real,no,no,,,admit_weight_update,weight,Admission weight,1,kg,
1001,nadolol_dose,T,JSON,yes,no,,,,,Medication,1,,
1001,chronic_airway_obstruction_prob,S,Boolean,yes,no,,,,,ProblemList,1,no unit,
1001,vent,T,String,yes,no,,,,,need to know when is on and when it taken away,1,no unit,
1001,ards_inhosp,T,String,yes,no,,,,,"Diagnoses, t if patient diagnosed with ARDS during hospital stay",1,,
1001,asthma_hist,S,Boolean,yes,no,,,,,History,1,no unit,
1001,anion_gap,TWF,Real,yes,no,last_value_in_window,28,,,Physiologic,1,,
1001,renal_insufficiency_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit,
1001,severe_pancreatitis_inhosp,T,String,yes,no,,,,,"Diagnoses, t if patient diagnosed with severe pancreatitis during hospital stay",1,,
1001,vasopressor_resuscitation,TWF,Boolean,no,no,,,vasopressor_resuscitation_update,"levophed_infusion_dose,dopamine_dose",,1,no unit,
1001,methylprednisolone_dose,T,JSON,yes,no,,,,,Medication,1,,
1001,hepatic_failure,T,Boolean,no,no,,,hepatic_failure_update,"hepatic_failure_inhosp, bilirubin",,1,,
1001,pulmonary_emboli,T,Boolean,no,no,,,pulmonary_emboli_update,"pulmonary_emboli_inhosp, ct_proc, ekg_proc",Diagnoses,1,,
1001,urine_output_24hr,TWF,Real,no,no,,,urine_output_24hr,urine_output,Physiologic,1,ml,
1001,amylase,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,Units/L,
1001,uro_sepsis,T,String,yes,no,,,,,,,,
1001,transfuse_cryoprecipitate,T,Boolean,yes,no,,,,,Whether patient received transfusion,1,no unit,
1001,propranolol_dose,T,JSON,yes,no,,,,,Medication,1,,
1001,septic_shock_iii,TWF,Integer,no,no,,,septic_shock_iii_update,"suspicion_of_infection,qsofa,worst_sofa, fluid_resuscitation, hypotension_intp,vasopressor_resuscitation,lactate",Whether patient has septic shock using 2016 consensus definition,1,no unit,
1001,hematocrit,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,%,
1001,hydralazine_dose,T,JSON,yes,no,,,,,Medication,1,mg,
1001,lisinopril_dose,T,JSON,yes,no,,,,,Medication,1,mg,
1001,temperature,TWF,Real,yes,no,last_value_in_window,28,,,Physiologic,1,Fahrenheit,
1001,any_beta_blocker,T,Boolean,no,no,,,beta_blocker_update,"acebutolol_dose, atenolol_dose, bisoprolol_dose, metoprolol_dose, nadolol_dose, propranolol_dose","Medication, 1 if any beta blocker administered",1,,
1001,penicillin_dose,T,JSON,yes,no,,3,,,Medication,1,Million Units,
1001,sirs_wbc_oor,TWF,Boolean,no,no,,,sirs_wbc_oor_update,"wbc, bands",it should not be sparse,1,no unit,
1001,any_glucocorticoid,T,Boolean,no,no,,,glucocorticoid_update,"hydrocortisone_dose, prednisone_dose, prednisolone_dose, methylprednisolone_dose, dexamethasone_dose, betamethasone_dose, fludrocortisone_dose","Medication, 1 if any glucocorticoid administered",1,,
1001,enalapril_dose,T,JSON,yes,no,,,,,Medication,1,mg,
1001,levalbuterol_dose,T,JSON,yes,no,,,,,Medication,1,mg,
1001,hemoglobin_minutes_since_measurement,TWF,Real,no,yes,,,time_since_last_measured,hemoglobin,minutes since last measured,1,no unit,
1001,intubation,T,Boolean,yes,no,,,,,Want to know time of placement,1,no unit,
1001,urine_output_6hr,TWF,Real,no,no,,,urine_output_6hr,urine_output,Physiologic,1,ml,
1001,chloride,TWF,Real,yes,no,last_value_in_window,28,,,Physiologic,1,mg/dL,
1001,spo2,TWF,Real,yes,no,last_value_in_window,4,,,"Physiologic, Peripheral capillary oxygen saturation",1,%,
1001,resp_rate,TWF,Real,yes,no,last_value_in_window,4,,,Physiologic,1,breath per min,
1001,diltiazem_dose,T,JSON,yes,no,,,,,Medication,1,mg,
1001,hemorrhagic_shock,TWF,Integer,no,no,,,hemorrhagic_shock_update,"transfuse_rbc, lactate, sbpm",screening label,1,no unit,
1001,diabetes_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit,
1001,heart_arrhythmias_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit,
1001,potassium,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,mmol/L,
1001,line_sepsis,T,String,yes,no,,,,,,,,
1001,cefazolin_dose,T,JSON,yes,no,,3,,,Medication,1,mg,
1001,acute_liver_failure,TWF,Integer,no,no,,,acute_liver_failure_update,"inr,gcs,liver_disease_hist",Whether patient has acute liver failure,1,no unit,
1001,met_carcinoma_hist,S,Boolean,yes,no,,,,,History,1,no unit,
1001,bun,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,mg/dL,
1001,ramipril_dose,T,JSON,yes,no,,,,,Medication,1,mg,
1001,hemoglobin_change,TWF,Real,no,no,,,change_since_last_measured,hemoglobin,hemoglobin change since last measured,1,no unit,
1001,ceftazidime_dose,T,JSON,yes,no,,3,,,Medication,1,mg,
1001,bronchitis_inhosp,T,String,yes,no,,,,,"Diagnoses, t if patient diagnosed with bronchitis during hospital stay",1,,
1001,mri_proc,T,String,yes,no,,,,,"Procedure, name of MRI performed",1,,
1001,epinephrine_dose,T,JSON,yes,no,,3,,,Medication,1,mcg/min,
1001,isincardiacicu,T,Boolean,yes,no,,,,,"feature, cardiac surgery patients",1,no unit,
1001,mi,TWF,int,no,no,,,mi_update,troponin,event,1,no unit,
1001,transfuse_rbc,T,Boolean,yes,no,,,,,Whether patient received transfusion,1,no unit,
1001,hypotension_intp,TWF,Boolean,no,no,,,hypotension_intp_update,hypotension_raw,it should not be sparse,1,no unit,
1001,uti_approx,T,String,yes,no,,,,,,,,
1001,calcium,TWF,Real,yes,no,last_value_in_window,28,,,Physiologic,1,mg/dL,
1001,biliary_sepsis_approx,T,String,yes,no,,,,,,,,
1001,pneumonia_sepsis,T,String,yes,no,,,,,,,,
1001,ards_approx,T,String,yes,no,,,,,,,,
1001,pancreatitis_chronic_hist,S,Boolean,yes,no,,,,,History,1,no unit,
1001,ct_proc,T,String,yes,no,,,,,"Procedure, name of CT scan performed",1,,
1001,gi_bleed_inhosp,T,String,yes,no,,,,,,,,
1001,tiotropium_dose,T,JSON,yes,no,,,,,Medication,1,mg,
1001,abp_dias,TWF,Real,yes,no,last_value_in_window,4,,,"Physiologic, Diastolic Arterial blood pressure",1,mmHg,
1001,acute_organ_failure,TWF,Boolean,no,no,,,acute_organ_failure_update,"inr, platelets, creatinine, chronic_kidney_hist, bilirubin, liver_disease_hist, urine_output_24hr, lactate, pao2_to_fio2, chronic_pulmonary_hist, hypotension_intp","check whether the organ-failure criteria for severe sepsis was met, it should not be sparse",1,no unit,
1001,intra_abdominal_sepsis,T,String,yes,no,,,,,,,,
1001,apixaban_dose,T,JSON,yes,no,,,,,Medication,1,,
1001,liver_disease_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit,
1001,hypersensitivity_pneumonitis_prob,S,Boolean,yes,no,,,,,ProblemList,1,no unit,
1001,worst_sofa,TWF,Integer,no,no,,,worst_sofa_update,"resp_sofa, hepatic_sofa, hematologic_sofa, cardio_sofa, neurologic_sofa, renal_sofa",it should not be sparse,1,no unit,
1001,metoprolol_dose,T,JSON,yes,no,,,,,Medication,1,,
1001,lorazepam_dose,T,JSON,yes,no,,,,,Medication,1,mg,
1001,hemoglobin,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,gm/dL,
1001,any_organ_failure,TWF,Boolean,no,no,,,any_organ_failure_update,worst_sofa,"Lab-based feature, it should not be sparse",1,no unit,
1001,inr,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,no unit,
1001,rifampin_dose,T,JSON,yes,no,,3,,,Medication,1,mg,
1001,dopamine_dose,T,JSON,yes,no,,3,,,Medication,1,mcg/kg/min,
1001,any_pressor,T,Boolean,no,no,,,any_pressor_update,"dopamine_dose, epinephrine_dose, levophed_infusion_dose, neosynephrine_dose, vasopressin_dose",any antibiotic was given to the patient,1,no unit,
1001,dexamethasone_dose,T,JSON,yes,no,,,,,Medication,1,,
1001,ampicillin_dose,T,JSON,yes,no,,3,,,Medication,1,mg,
1001,creatinine,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,mg/dl,
1001,fluid_resuscitation,TWF,Boolean,no,no,,,fluid_resuscitation_update,"fluids_intake_3hr,weight",,1,no unit,
1001,hemorrhage,T,Integer,no,no,,,hemorrhage_update,transfuse_rbc,Whether there is a new hemorrhage,1,no unit,
1001,chronic_airway_obstruction_hist,S,Boolean,yes,no,,,,,History,1,no unit,
1001,chest_xray,T,Boolean,yes,no,,,,,"Procedure, true if chest x-ray performed",1,,
1001,vancomycin_dose,T,JSON,yes,no,,3,,,Medication,1,mg,
1001,atenolol_dose,T,JSON,yes,no,,,,,Medication,1,,
1001,bronchiectasis_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit,
1001,dialysis,T,Boolean,yes,no,,,,,Volume of fluid removed,1,,
1001,bilirubin,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,mg/dl,
1001,alt_liver_enzymes,TWF,Real,yes,no,last_value_in_window,28,,,Physiologic,1,,
1001,map,TWF,Real,yes,no,last_value_in_window,4,,,Phyiologic,1,mmHg,
1001,mapm,TWF,Real,no,no,,,mapm_update,"abp_mean, nbp_mean","BP-based, Mean arterial pressure (MAP), it should not be sparse",1,mmHg,
1001,chronic_bronchitis_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit,
1001,gcs,TWF,Real,yes,no,last_value_in_window,28,,,"Glasgow Coma Score, measure of consciousness on a discrete scale from 3-15 where higher is better",1,no unit,
