dataset_id,fid,category,data_type,is_measured,is_deprecated,fillin_func_id,window_size_in_hours,derive_func_id,derive_func_input,description,version,unit
5,immuno_comp_hist,S,Boolean,yes,no,,,,,History,1,no unit
5,renal_insufficiency_hist,S,Boolean,yes,no,,,,,history,1,no unit
5,infections_angus_hist,S,Boolean,yes,no,,,,,History,1,no unit
5,age,S,Real,yes,no,,,,,Demographic,1,year
5,hem_malig_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit
5,care_unit,T,Real,yes,no,,,,,Department,1,no unit
5,septic_shock,TWF,Integer,no,no,,,septic_shock_update,"severe_sepsis,  hypotension_intp, lactate, fluid_resuscitation, vasopressor_resuscitation","mix of lab, vital signs, and history",1,no unit
5,ards,T,Boolean,no,no,,,ards_update,"ards_inhosp, pao2_to_fio2, vent",Diagnoses,1,
5,immunodeficiency_hist,S,Boolean,yes,no,,,,,History,1,no unit
5,emphysema_hist,S,Boolean,yes,no,,,,,History,1,no unit
5,penicillin_g_dose,T,JSON,yes,no,,3,,,Medication,1,Million Units
5,lactate,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,mmol/L
5,minutes_since_any_organ_fail,TWF,Integer,no,no,,,minutes_since_organ_fail_update,any_organ_failure,"lab-based feature,  it should not be sparse",1,min
5,immuno_comp_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit
5,phenytoin_dose,T,JSON,yes,no,,,,,Medication,1,mg
5,hospital,S,String,yes,no,,,,,Demographic,1,hospital name
5,admittime,S,String,yes,no,,,,,Demographic,1,timestamp time of admit time
5,cms_antibiotics,T,Real,yes,no,,,,,cms anti-biotics as used for the online sepsis bundle criteria calculation,1,mg
5,crystalloid_fluid,T,Real,yes,no,,,,,crystaloid fluid as used for the online sepsis bundle criteria,1,mg
5,vasopressors_dose,T,Real,yes,no,,,,,vasopressors dose as used in the online sepsis bundle criteria,1,mg
5,cms_antibiotics_order,T,Real,yes,no,,,,,cms anti-biotics order as used for the online sepsis bundle criteria calculation,1,mg
5,crystalloid_fluid_order,T,Real,yes,no,,,,,crystaloid fluid order as used for the online sepsis bundle criteria,1,mg
5,vasopressors_dose_order,T,Real,yes,no,,,,,vasopressors dose order as used in the online sepsis bundle criteria,1,mg
5,bands,T,Real,yes,no,,,,,bands as used in the online sepsis bundle criteria calculation,1,%
5,lactate_order,T,Real,yes,no,,,,,lactate order as uses for the online sepsis bundle critieria calculation,1,order state
5,blood_culture_order,T,Real,yes,no,,,,,blood culture order as used for the online sepsis bundle criteria calculation,1,order state
5,bipap,T,Boolean,yes,no,,,,,Order Procedure,1,
